,accepts_apple_pay,accepts_bitcoin,accepts_credit_cards,accepts_google_pay,alcohol,ambience,attire,best_nights,bike_parking,caters,coat_check,date,delivery,dogs_allowed,gender_neutral_restrooms,good_for,good_for_dancing,good_for_groups,good_for_kids,happy_hour,has_dairy-free_options,has_gluten-free_options,has_pool_table,has_soy-free_options,has_tv,liked_by_vegans,liked_by_vegetarians,noise_level,outdoor_seating,parking,price_range,rating,review,smoking,take-out,takes_reservations,waiter_service,wheelchair_accessible,wi-fi
291,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,4/28/2015,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,4.0,Food was pretty good but service was slow.  Lunch they seem to get packed.  Would eat at again!,,Yes,No,Yes,Yes,No
292,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,6/8/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"I'm one of those unlucky souls who commutes from Portland to Salem each day.  I've done it for years.  And there are a few great places for lunch in Salem and more keep cropping, but Happy Bibim Bap House is my favorite.  I come here at least 2x per month, sometimes more. Colleagues traveling to Salem regularly request lunch at the bimbap house.  I usually get the Lunch #9, dol sot bibimbap.  Sometimes I get the Jook (rice soup) or Ramen.  I've had a variety of sushi rolls.  But I haven't had everything on the menu because I keep getting stuck on my favorites!First off, this place is crowded at lunch time, but they will do their best to get you seated. Once seated, several small plates of kimchee are brought to the table, including a scrumptious scallion pancake and sweet buttery homemade pickles.  Usually one of the dishes has a little spice, but nothing is hot.  Then, if you ordered the dol sot (which you should have, and if you didn't, now you know better), a large, heavy, metal bowl on a solid wooden slab will be put in front of you.  The bowl will have rice, veggies, meat, and a raw egg on top and it will be HOT.  Stir the egg into the rice, but don't stir too much because you want the rice to cook a little bit onto the pot.  You'll be dreaming of those half stuck amazing rice grains for days....  Anyway, after a few minutes, the egg will have cooked into the mixture.  Add a little sauce and enjoy!  After the meal, when you're shocked that you ate that whole bowl and can't stop yourself from picking those last few encrusted rice grains, the waiter will bring sweet, juicy orange halves with tiki umbrellas.  It's a lovely cap to a terrific meal.  I have only two complaints:  I don't like the lighting and there is no coffee.  I can deal with both of those things in order to have such a lovely meal!",,Yes,No,Yes,Yes,No
293,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/20/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,Great people running this place and the food is excellent!,,Yes,No,Yes,Yes,No
294,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,7/16/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,We have been twice and satisfied both times. The staff are always very friendly. The food is wonderful and the menu has lots of options. I really like the starter salads they bring out for you.,,Yes,No,Yes,Yes,No
295,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,6/28/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"This place has consistently awesome food. More importantly, the owners and workers are wonderful people who cater not only to their customers, but those in need. I highly recommend this place for anyone who likes Korean food.",,Yes,No,Yes,Yes,No
296,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,7/16/2015,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,Food is amazing! Love it so much here. The service is awesome as well. The male waiter deserves a raise! I came here with my cousin from California. He was very impressed as well. I would recommend anyone with a taste for Korean and exotic food!,,Yes,No,Yes,Yes,No
297,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,1/29/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,2.0,"I'm in the minority here, but I didn't really like this place. I have a Korean friend who said it wasn't good, but I decided to try for myself. First of all the service was lacking. The waitress barely said two words to me. I would have loved to ask about the stuff they give you on the side but she was gone as soon as she put it down. Based on all the other reviews I got the Dolsot Bimbap with tofu. I like my tofu nice and crispy on the outside so that part was a bust. Oh well, but the rest of the dish was just bland. I even added some of the hot sauce they give you, and that was also pretty mild. I have only had Korean once about 5 years ago at an exchange students house and loved it. I will say their Kimchee was amazing, and the price is right.",,Yes,No,Yes,Yes,No
298,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,11/29/2015,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Absolutely amazing! Came here because of the reviews and so glad I did! Food was plentiful and fantastic, great prices, wonderful friendly and helpful staff! Will most definitely be back!",,Yes,No,Yes,Yes,No
299,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,10/1/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"My favorite restaurant in Oregon. Delicious food, clean environment, friendly and thoughtful service. I bring all my family and friends to eat here. One of those places you just feel good about eating at.",,Yes,No,Yes,Yes,No
300,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,12/11/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"There's  a reason this little restaurant keeps winning awards. Low prices, generous portions and authentic Korean food. They're generous with appetizers, giving complementary kim chi, other pickled vegetables and a scallion pancake. We always forget and order more. The dol sot bi bim bap is a favorite, though a little untraditional in its inclusion of some non-Korean vegetables (I personally prefer it without the broccoli). Quick, efficient, pleasant service. The wine selection is a little limited, but plenty of beers to choose from and a number of good sakes. Price for the quality and quantity of food makes this place a bargain.",,Yes,No,Yes,Yes,No
301,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,11/1/2013,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,4.0,"Despite my first experience at Happy Bibimbap House, i am a fan. I am a spice wimp, but I have a curiosity about Korean food. My first time in, I came with a friend and ordered off the menu. According to the menu, spicy dishes have a red star near them. The description of the dish I ordered didn't have ""spicy"" in it either, so i ordered a short ribs in a beef broth hot pot with rice. What came out was the angriest, reddest bowl of soup I have ever seen. It came in a stone bowl that was sizzling for a long time. I thought; so the broth is red. That doesn't mean it's spicy. I took a bite. it was probably the spiciest thing I have ever eaten in my life. I ended up trading entrees with my dining companion. The second time I came in, i pointed to what i wanted to order and asked the waiter if it was spicy. I think I've found my new system. i ordered the Sol Dot Bibimbap. That's the one with the raw egg on top. It was delicious. As I've been returned to this restaurant, I have enjoyed some kimchi without being a drama queen and even added a few drops of hot sauce to my food. i am inviting my friends to come in and dine here with me to see if they will like it too, and to try some more new dishes. The meals I have enjoyed always come with a few pickles/appetizers. Once they brought a bowl of miso soup (not great, but okay.) and half an orange cut into three segments and served with a paper umbrella. Cute. The prices are fair. The service is good. Ask questions. Order new things.",,Yes,No,Yes,Yes,No
302,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,2/1/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,Kindness is kindness. This little restaurant has the community as a priority. Incredibly friendly. Incredibly yummy. And incredibly fair prices. What a special little treasure in downtown Salem.,,Yes,No,Yes,Yes,No
303,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,6/9/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"We absolutely love and adore the owner, staff and the food is amazing. We have been regular customers for 3 years now.",,Yes,No,Yes,Yes,No
304,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,1/25/2015,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Service was fast, food was very good-not too spicy. We ordered an app but with the portions they served we definitely needed take home boxes. No complaints!",,Yes,No,Yes,Yes,No
305,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,6/2/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"This is the best Asian food place in Salem. The food is delicious and the service is outstanding. It is a great place for dinner. The appetizer is free and so savory! I recommend Galbitang, a beef soup that the chef cooks to perfection. One time I lost my sunglasses on the table. The waitress found it and kindly saved it for me.",,Yes,No,Yes,Yes,No
306,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,2/13/2017,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Great korean food and good people! Its not high end food, but its great comfy soul food for a reasonable price!",,Yes,No,Yes,Yes,No
307,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,6/20/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Wonderful food.  I'm hopelessly addicted to the Yook Ge Jang.  I could eat it every day.  Also, they have the most flavorful baechu kimchi that I have ever eaten.  It is way better than even the kimchi from the various Korean markets around Beaverton.",,Yes,No,Yes,Yes,No
308,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,3/10/2017,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"What a lovely place. The restaurant is always crowded because the food is worth it. Inexpensive, plentiful, and great flavors.  The Kim chi was perfect. Not only that, but the owners close shop one a week to feed the homeless. How perfect is that?",,Yes,No,Yes,Yes,No
309,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,5/14/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,Thank you so much for our willamette pre grad dinner for our daughter.  This has always been on of her favorite places to eat while attending Willamette.  The food was great and staff was amazing. Why did she not tell us about this place 4 years ago?,,Yes,No,Yes,Yes,No
310,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,10/17/2014,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"First off, I'd like to mention it isn't the fanciest looking place from the outside, however the experience is superb! I ordered Bibim Bap in a sizzling stone bowl--the most popular item on their menu. One of my acquaintances ordered the five-piece Alaskan sushi roll, and me the other ordered a spicy noodle and seafood soup.Not having had Korean food before, I wasn't quite sure what to expect. And from the picture, I honestly didn't think I was in for much of a treat. However, especially with their homemade hot sauce, I was pleasantly surprised. We all scarfed our dishes down.But here's where it gets good: before we even ordered, they brought out a bunch of pickled vegetable appetizers--on the house.About five minutes after we got our food, the owner brought out a complimentary Korean pancake. It was delicious; kind of a cross between naan and quiche if you could believe it.And the generosity didn't stop there! After our meal the owner also brought by some oranges. But not just any oranges, mind you. They were cut in half, de-membraned, and the fruit was inside was in thirds; complete with parasol toothpicks!Lastly, as if it couldn't get any better, we were given 10%, off of the total bill.I rate based off of food, ambience, and experience; the outstanding service alone deserves five stars in my eyes.Definitely worth checking out if you're in the area!",,Yes,No,Yes,Yes,No
311,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,7/10/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"This is the best Korean restaurant that I have eaten at.  The food is so delicious, and the staff is so friendly!  The food is delicious.  They serve this weird green onion pancakes as an appetizer...yum!  I highly recommend trying the Soon Doo Boo tofu soup.",,Yes,No,Yes,Yes,No
312,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,2/15/2017,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,Visiting from Seattle and had to visit our favorite Korean spot for lunch.  We love the bibim bap and bulgogi.  Just get there early as it fills up quickly!,,Yes,No,Yes,Yes,No
313,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,6/29/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"At this restaurant, your dollar goes a long way! I tried their eponymous Happy Bibimbap, which was delicious. A woman (the manager, I think) taught me how to mix it together properly and gave us some tasty sauce to go with our food. I was served a few tiny appetizers gratis, including kimchee and sprouts. I also got a complimentary plate of quiche something-or-other. That was my favorite part of the meal. After I finished everything, the server gave me pickled ginger to cleanse my palate. I felt supremely satisfied...and then the manager presented me sliced orange with a cute colorful umbrella to skewer it! Gosh. Everybody was so incredibly nice. The place wasn't nearly as crowded as it should have been! What prompted me to leave this review was the receipt. The manager, bless her heart, gave me a 10% discount. Seems like these people really care about their customers, especially poor hungry college students like me.",,Yes,No,Yes,Yes,No
314,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,6/24/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,I absolutely love this place! The food is fabulous & the staff are so kind. I Definitely will be a return customer,,Yes,No,Yes,Yes,No
315,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,2/10/2017,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,My favorite place to go for pad Thai! If my boyfriend wants to make me happy he knows this is the place to go,,Yes,No,Yes,Yes,No
316,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,7/19/2014,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,3.0,3.5 starsCalled ahead for my takeout order of two bibimbaps with beef. I was a bit surprised it wasn't served with any soup - call me old fashioned.My favorite part of the meal was the kimchi! It was really authentic and tasty. The other two sides were bean sprouts and seasoned pickles cucumbers. The sprouts were good but would've benefited from some sesame oil and salt. The cucumbers were okay but a bit too sweet for personal preference. The bibimbap was decent but the beef was super greasy and reminded me more of chorizo. Overall a satisfying meal.Really good value and there are daily lunch specials for $5.95 - even better value. There's a small open parking lot and metered street parking out front.,,Yes,No,Yes,Yes,No
